Gender,weightkg,stature,bodyheight
Male,90.0,18.28,719.6836
Male,90.3,17.62,693.6994
Male,80.9,17.15,675.1954999999999
Male,87.2,17.83,701.9670999999998
Male,89.3,17.07,672.0459
Male,93.4,18.12,713.3844
Male,88.8,18.6,732.282
Male,89.1,17.68,696.0616
Male,95.4,17.61,693.3056999999999
Male,95.8,17.22,677.9513999999999
Male,81.2,17.89,704.3293
Male,102.4,17.8,700.786
Male,84.6,17.68,696.0616
Male,89.3,16.59,653.1483
Male,78.4,17.33,682.2820999999999
Male,101.4,19.24,757.4787999999999
Male,80.1,16.98,668.5026
Male,100.3,17.91,705.1166999999999
Male,87.1,18.0,708.66
Male,92.8,18.48,727.5576
Male,80.9,17.47,687.7938999999999
Male,117.1,19.05,749.9985
Male,88.2,16.71,657.8727
Male,74.9,16.69,657.0853
Male,95.7,18.1,712.597
Male,88.1,18.65,734.2504999999999
Male,71.0,18.01,709.0537
Male,78.8,17.07,672.0459
Male,84.4,17.07,672.0459
Male,89.5,17.15,675.1954999999999
Male,93.1,18.03,709.8411
Male,90.4,17.17,675.9829
Male,106.1,18.23,717.7151
Male,85.8,17.68,696.0616
Male,85.8,16.22,638.5813999999999
Male,90.9,17.8,700.786
Male,93.9,17.16,675.5892
Male,109.7,17.78,699.9986
Male,66.9,17.04,670.8648
Male,85.6,17.83,701.9670999999998
Male,96.4,17.75,698.8175
Male,75.9,17.49,688.5812999999999
Male,81.8,17.94,706.2978
Male,88.5,17.24,678.7387999999999
Male,104.6,18.31,720.8646999999999
Male,90.5,18.67,735.0379
Male,85.6,17.94,706.2978
Male,89.3,17.77,699.6048999999999
Male,82.7,17.71,697.2427
Male,101.2,18.05,710.6285
Male,83.2,17.39,684.6442999999999
Male,94.2,17.33,682.2820999999999
Male,96.6,16.94,666.9278
Male,103.6,18.21,716.9277
Male,78.8,17.65,694.8804999999999
Male,87.3,17.79,700.3923
Male,92.6,18.02,709.4473999999999
Male,84.6,17.83,701.9670999999998
Male,87.8,18.53,729.5261
Male,80.8,17.44,686.6128
Male,81.6,17.09,672.8332999999999
Male,89.5,18.55,730.3135
Male,88.2,17.65,694.8804999999999
Male,89.0,17.64,694.4868
Male,101.5,18.07,711.4159
Male,89.5,17.75,698.8175
Male,79.5,17.6,692.912
Male,91.5,18.51,728.7387
Male,73.4,17.34,682.6758
Male,108.7,17.81,701.1796999999999
Male,95.9,17.58,692.1245999999999
Male,74.3,16.35,643.6995000000001
Male,83.7,17.45,687.0065
Male,79.1,17.4,685.0379999999999
Male,85.1,17.39,684.6442999999999
Male,80.2,17.74,698.4237999999999
Male,95.8,18.02,709.4473999999999
Male,82.8,17.28,680.3136
Male,77.9,17.1,673.227
Male,83.3,17.35,683.0695000000001
Male,57.8,16.71,657.8727
Male,105.5,17.91,705.1166999999999
Male,89.8,17.94,706.2978
Male,93.7,18.53,729.5261
Male,88.7,17.12,674.0144
Male,79.7,17.77,699.6048999999999
Male,100.1,18.15,714.5654999999999
Male,82.7,18.59,731.8883
Male,77.1,16.09,633.4633
Male,84.4,16.6,653.542
Male,95.3,18.63,733.4630999999999
Male,77.9,18.19,716.1403
Male,71.3,17.26,679.5262
Male,106.4,17.17,675.9829
Male,94.4,17.62,693.6994
Male,81.0,17.82,701.5734
Male,80.8,17.82,701.5734
Male,82.6,17.34,682.6758
Male,66.3,15.28,601.5735999999999
Male,72.5,17.5,688.9749999999999
Male,76.6,17.93,705.9041
Male,76.6,17.06,671.6521999999999
Male,104.7,17.94,706.2978
Male,72.7,17.78,699.9986
Male,79.7,17.0,669.29
Male,95.0,16.89,664.9593
Male,87.4,16.59,653.1483
Male,91.4,16.53,650.7861
Male,85.2,16.47,648.4238999999999
Male,78.2,17.94,706.2978
Male,76.2,16.81,661.8096999999999
Male,90.8,17.0,669.29
Male,76.7,17.55,690.9435
Male,85.9,17.1,673.227
Male,106.7,18.45,726.3765
Male,84.9,16.96,667.7152
Male,70.0,17.92,705.5104
Male,65.7,17.35,683.0695000000001
Male,84.5,16.77,660.2348999999999
Male,98.7,17.67,695.6679
Male,85.7,17.51,689.3687
Male,104.5,17.69,696.4553
Male,89.3,17.36,683.4631999999999
Male,103.2,18.73,737.4001
Male,89.4,17.43,686.2190999999999
Male,66.6,17.75,698.8175
Male,89.0,17.17,675.9829
Male,105.6,17.06,671.6521999999999
Male,84.3,17.61,693.3056999999999
Male,74.6,16.6,653.542
Male,59.7,16.65,655.5104999999999
Male,82.6,17.73,698.0301
Male,90.7,17.35,683.0695000000001
Male,87.7,17.23,678.3451
Male,68.5,16.93,666.5341
Male,76.7,17.28,680.3136
Male,108.1,18.09,712.2032999999999
Male,77.2,16.71,657.8727
Male,82.9,17.75,698.8175
Male,85.7,17.27,679.9199
Male,69.1,16.75,659.4475
Male,80.6,16.97,668.1089
Male,73.7,17.6,692.912
Male,77.5,17.66,695.2742
Male,100.6,17.07,672.0459
Male,86.0,17.98,707.8725999999999
Male,59.7,16.82,662.2034
Male,97.9,17.47,687.7938999999999
Male,89.7,19.66,774.0142
Male,101.6,17.37,683.8569
Male,111.9,18.63,733.4630999999999
Male,71.1,18.57,731.1008999999999
Male,105.7,18.49,727.9513
Male,82.8,18.36,722.8331999999999
Male,85.1,17.3,681.101
Male,104.7,19.5,767.7149999999999
Male,78.1,16.37,644.4869
Male,98.4,17.96,707.0852
Male,76.1,16.92,666.1404
Male,76.4,16.24,639.3687999999999
Male,97.0,16.2,637.794
Male,86.8,16.86,663.7782
Male,80.1,17.44,686.6128
Male,86.1,17.13,674.4080999999999
Male,79.4,17.5,688.9749999999999
Male,105.1,17.88,703.9355999999999
Male,84.8,18.3,720.471
Male,63.0,17.11,673.6206999999999
Male,134.4,18.41,724.8017
Male,97.4,17.84,702.3607999999999
Male,80.4,19.15,753.9354999999999
Male,83.8,18.35,722.4395
Male,126.2,19.05,749.9985
Male,115.6,18.17,715.3529
Male,105.3,18.47,727.1638999999999
Male,67.8,17.24,678.7387999999999
Male,95.7,17.82,701.5734
Male,70.3,17.17,675.9829
Male,65.7,17.81,701.1796999999999
Male,89.5,18.33,721.6520999999999
Male,75.8,17.41,685.4317
Male,90.6,18.24,718.1087999999999
Male,72.0,17.66,695.2742
Male,104.8,18.21,716.9277
Male,116.1,17.98,707.8725999999999
Male,86.6,18.32,721.2583999999999
Male,60.1,16.85,663.3845
Male,112.0,17.88,703.9355999999999
Male,76.2,17.65,694.8804999999999
Male,127.8,18.18,715.7466
Male,52.9,16.87,664.1719
Male,91.8,17.51,689.3687
Male,83.0,17.78,699.9986
Male,105.3,18.09,712.2032999999999
Male,89.9,17.87,703.5418999999999
Male,84.9,18.44,725.9828
Male,82.3,17.9,704.7229999999998
Male,65.9,16.93,666.5341
Male,78.8,17.34,682.6758
Male,78.7,18.34,722.0458
Male,95.4,18.3,720.471
Male,97.0,18.42,725.1954000000001
Male,105.2,18.76,738.5812
Male,64.9,16.65,655.5104999999999
Male,102.4,18.9,744.0929999999998
Male,77.4,17.37,683.8569
Male,89.1,18.56,730.7072
Male,70.1,18.27,719.2899
Male,95.3,17.72,697.6363999999999
Male,102.9,17.25,679.1324999999999
Male,71.7,17.41,685.4317
Male,113.4,19.24,757.4787999999999
Male,92.4,18.52,729.1324
Male,97.5,18.33,721.6520999999999
Male,75.4,16.48,648.8176
Male,82.6,17.33,682.2820999999999
Male,93.1,16.81,661.8096999999999
Male,111.2,17.45,687.0065
Male,80.8,17.0,669.29
Male,81.1,16.89,664.9593
Male,96.2,18.03,709.8411
Male,100.3,18.61,732.6756999999999
Male,99.9,17.54,690.5497999999999
Male,100.3,18.17,715.3529
Male,77.3,17.09,672.8332999999999
Male,78.2,18.02,709.4473999999999
Male,95.6,18.37,723.2269
Male,66.0,17.71,697.2427
Male,108.7,18.79,739.7622999999999
Male,110.7,18.49,727.9513
Male,93.5,17.35,683.0695000000001
Male,84.8,18.07,711.4159
Male,96.3,17.91,705.1166999999999
Male,64.6,17.0,669.29
Male,102.6,18.62,733.0694
Male,88.4,17.27,679.9199
Male,67.4,16.84,662.9907999999999
Male,82.3,17.09,672.8332999999999
Male,73.0,17.61,693.3056999999999
Male,88.9,17.25,679.1324999999999
Male,77.1,16.57,652.3609
Male,69.9,17.38,684.2506
Male,83.1,19.36,762.2031999999999
Male,116.3,18.69,735.8253
Male,98.6,18.34,722.0458
Male,132.5,19.28,759.0536
Male,104.8,18.31,720.8646999999999
Male,82.4,17.58,692.1245999999999
Male,65.0,17.21,677.5577
Male,96.1,18.83,741.3370999999999
Male,97.9,18.11,712.9907
Male,54.0,17.0,669.29
Male,60.8,16.64,655.1168
Male,73.9,17.33,682.2820999999999
Male,104.4,18.39,724.0142999999999
Male,39.3,16.0,629.92
Male,89.7,17.71,697.2427
Male,125.8,18.59,731.8883
Male,81.6,18.39,724.0142999999999
Male,73.4,17.59,692.5183
Male,87.5,16.88,664.5655999999999
Male,75.3,17.92,705.5104
Male,81.9,17.9,704.7229999999998
Male,85.2,17.73,698.0301
Male,65.5,17.65,694.8804999999999
Male,99.7,17.32,681.8883999999999
Male,86.1,18.1,712.597
Male,59.3,17.28,680.3136
Male,101.9,18.14,714.1718
Male,79.5,17.72,697.6363999999999
Male,70.9,17.5,688.9749999999999
Male,78.3,18.03,709.8411
Male,72.7,17.37,683.8569
Male,86.7,18.39,724.0142999999999
Male,99.1,18.8,740.156
Male,82.8,17.85,702.7545
Male,84.0,17.94,706.2978
Male,82.3,17.28,680.3136
Male,70.8,16.99,668.8962999999999
Male,67.0,17.71,697.2427
Male,70.3,17.68,696.0616
Male,90.2,17.12,674.0144
Male,60.0,16.74,659.0537999999999
Male,91.0,17.29,680.7072999999999
Male,91.2,17.46,687.4002
Male,83.7,16.09,633.4633
Male,82.0,17.97,707.4789
Male,115.5,18.09,712.2032999999999
Male,57.9,17.35,683.0695000000001
Male,93.5,17.18,676.3765999999999
Male,86.4,17.76,699.2112
Male,55.8,16.58,652.7545999999999
Male,98.5,18.56,730.7072
Male,97.2,17.04,670.8648
Male,93.4,17.87,703.5418999999999
Male,85.7,16.53,650.7861
Male,85.6,18.53,729.5261
Male,63.4,17.79,700.3923
Male,88.3,17.59,692.5183
Male,59.1,17.38,684.2506
Male,95.8,17.12,674.0144
Male,69.8,17.03,670.4711
Male,74.2,17.36,683.4631999999999
Male,79.9,17.2,677.1639999999999
Male,109.9,17.86,703.1482
Male,87.3,17.11,673.6206999999999
Male,65.8,17.24,678.7387999999999
Male,98.3,17.36,683.4631999999999
Male,63.8,17.36,683.4631999999999
Male,129.8,18.1,712.597
Male,74.6,16.78,660.6286
Male,80.4,17.46,687.4002
Male,77.3,17.36,683.4631999999999
Male,98.0,17.74,698.4237999999999
Male,79.6,17.5,688.9749999999999
Male,106.2,18.8,740.156
Male,79.0,17.03,670.4711
Male,100.1,19.21,756.2977
Male,84.6,18.26,718.8962
Male,74.1,18.22,717.3213999999999
Male,59.1,16.79,661.0223
Male,82.2,17.66,695.2742
Male,64.3,17.35,683.0695000000001
Male,87.8,18.12,713.3844
Male,79.9,17.52,689.7624
Male,81.1,16.53,650.7861
Male,109.6,17.74,698.4237999999999
Male,68.9,17.14,674.8018
Male,82.7,17.64,694.4868
Male,88.3,18.32,721.2583999999999
Male,89.8,18.0,708.66
Male,112.8,17.04,670.8648
Male,94.9,17.99,708.2662999999999
Male,76.5,17.33,682.2820999999999
Male,105.9,17.75,698.8175
Male,55.7,16.5,649.6049999999999
Male,91.0,16.88,664.5655999999999
Male,85.2,16.82,662.2034
Male,90.3,17.15,675.1954999999999
Male,95.6,16.91,665.7466999999999
Male,87.5,17.58,692.1245999999999
Male,104.6,18.44,725.9828
Male,85.9,18.2,716.5339999999999
Male,78.4,17.45,687.0065
Male,74.8,18.48,727.5576
Male,103.6,17.68,696.0616
Male,82.8,17.69,696.4553
Male,85.7,18.18,715.7466
Male,74.5,16.73,658.6600999999999
Male,87.1,17.24,678.7387999999999
Male,73.5,17.22,677.9513999999999
Male,78.3,17.61,693.3056999999999
Male,90.3,17.61,693.3056999999999
Male,64.2,16.93,666.5341
Male,82.4,16.86,663.7782
Male,69.0,16.83,662.5970999999998
Male,76.9,16.88,664.5655999999999
Male,88.1,17.64,694.4868
Male,86.2,18.02,709.4473999999999
Male,80.7,18.81,740.5496999999999
Male,92.4,16.82,662.2034
Male,101.5,17.99,708.2662999999999
Male,110.2,18.41,724.8017
Male,77.1,17.76,699.2112
Male,99.5,17.34,682.6758
Male,63.5,17.59,692.5183
Male,105.6,18.27,719.2899
Male,109.2,18.35,722.4395
Male,73.1,17.44,686.6128
Male,83.4,17.72,697.6363999999999
Male,73.7,16.5,649.6049999999999
Male,80.3,17.45,687.0065
Male,83.2,18.05,710.6285
Male,66.1,16.6,653.542
Male,102.9,18.24,718.1087999999999
Male,108.1,18.57,731.1008999999999
Male,103.4,17.9,704.7229999999998
Male,81.3,18.07,711.4159
Male,69.6,17.46,687.4002
Male,81.7,16.76,659.8412000000001
Male,91.9,17.89,704.3293
Male,107.0,17.85,702.7545
Male,106.1,18.29,720.0772999999999
Male,75.5,16.8,661.4159999999999
Male,86.2,17.64,694.4868
Male,80.4,16.82,662.2034
Male,96.5,17.64,694.4868
Male,88.0,17.3,681.101
Male,105.3,18.67,735.0379
Male,70.8,16.73,658.6600999999999
Male,125.4,19.12,752.7544
Male,75.8,17.34,682.6758
Male,86.3,16.7,657.4789999999999
Male,76.1,17.32,681.8883999999999
Male,94.7,18.05,710.6285
Male,68.3,17.05,671.2585
Male,81.2,16.89,664.9593
Male,85.4,17.75,698.8175
Male,97.4,18.09,712.2032999999999
Male,96.8,18.08,711.8095999999999
Male,71.7,17.13,674.4080999999999
Male,82.1,17.48,688.1876
Male,100.8,17.11,673.6206999999999
Male,100.4,18.22,717.3213999999999
Male,85.5,17.44,686.6128
Male,83.2,18.67,735.0379
Male,111.4,19.23,757.0851
Male,81.4,16.76,659.8412000000001
Male,88.1,17.62,693.6994
Male,91.9,17.17,675.9829
Male,117.9,17.51,689.3687
Male,103.5,17.3,681.101
Male,121.3,17.59,692.5183
Male,68.1,16.81,661.8096999999999
Male,105.1,17.81,701.1796999999999
Male,65.8,17.24,678.7387999999999
Male,95.6,18.47,727.1638999999999
Male,86.7,17.6,692.912
Male,103.8,17.85,702.7545
Male,81.3,18.05,710.6285
Male,97.8,17.81,701.1796999999999
Male,76.4,16.61,653.9356999999999
Male,97.2,17.6,692.912
Male,93.4,16.79,661.0223
Male,96.2,18.19,716.1403
Male,84.0,17.19,676.7703
Male,89.5,17.3,681.101
Male,91.9,17.02,670.0773999999999
Male,92.9,17.96,707.0852
Male,119.8,18.18,715.7466
Male,75.2,16.95,667.3214999999999
Male,95.4,17.8,700.786
Male,109.3,18.48,727.5576
Male,105.7,18.51,728.7387
Male,102.5,16.66,655.9042
Male,86.5,17.68,696.0616
Male,99.7,17.9,704.7229999999998
Male,97.2,17.02,670.0773999999999
Male,113.7,18.77,738.9748999999999
Male,84.5,17.8,700.786
Male,77.1,17.52,689.7624
Male,84.3,17.76,699.2112
Male,87.8,16.74,659.0537999999999
Male,101.9,17.21,677.5577
Male,87.0,17.17,675.9829
Male,76.0,17.05,671.2585
Male,86.4,16.93,666.5341
Male,94.6,17.68,696.0616
Male,101.1,17.4,685.0379999999999
Male,87.3,17.8,700.786
Male,73.0,18.03,709.8411
Male,71.1,17.85,702.7545
Male,99.0,17.76,699.2112
Male,100.1,17.55,690.9435
Male,70.1,15.91,626.3766999999999
Male,112.5,18.6,732.282
Male,69.9,17.43,686.2190999999999
Male,76.5,17.44,686.6128
Male,100.7,17.9,704.7229999999998
Male,103.4,17.99,708.2662999999999
Male,103.2,17.3,681.101
Male,65.6,16.82,662.2034
Male,92.1,17.35,683.0695000000001
Male,105.2,17.28,680.3136
Male,63.2,16.92,666.1404
Male,67.1,18.34,722.0458
Male,102.6,18.53,729.5261
Male,97.4,17.22,677.9513999999999
Male,75.2,17.4,685.0379999999999
Male,85.6,17.07,672.0459
Male,72.4,17.71,697.2427
Male,87.4,18.03,709.8411
Male,99.5,18.05,710.6285
Male,94.6,18.15,714.5654999999999
Male,103.9,18.82,740.9434
Male,93.2,17.54,690.5497999999999
Male,75.9,16.68,656.6916
Male,85.3,18.35,722.4395
Male,103.2,18.29,720.0772999999999
Male,107.8,18.27,719.2899
Male,96.2,17.85,702.7545
Male,96.1,17.15,675.1954999999999
Male,76.2,18.27,719.2899
Male,71.2,17.96,707.0852
Male,78.6,16.93,666.5341
Male,81.8,17.13,674.4080999999999
Male,76.0,18.23,717.7151
Male,95.2,18.42,725.1954000000001
Male,76.4,16.73,658.6600999999999
Male,100.1,17.71,697.2427
Male,75.8,17.29,680.7072999999999
Male,92.1,18.33,721.6520999999999
Male,84.5,17.24,678.7387999999999
Male,92.8,17.65,694.8804999999999
Male,91.3,17.3,681.101
Male,96.6,16.94,666.9278
Male,79.8,16.68,656.6916
Male,91.5,18.03,709.8411
Male,95.5,18.14,714.1718
Male,114.6,17.96,707.0852
Male,114.2,18.11,712.9907
Male,69.8,17.71,697.2427
Male,95.1,18.26,718.8962
Male,102.1,17.85,702.7545
Male,83.6,17.17,675.9829
Male,108.1,17.81,701.1796999999999
Male,84.5,17.18,676.3765999999999
Male,91.1,17.97,707.4789
Male,97.4,18.17,715.3529
Male,90.9,17.67,695.6679
Male,86.7,18.22,717.3213999999999
Male,59.4,16.65,655.5104999999999
Male,89.2,18.27,719.2899
Male,87.9,17.91,705.1166999999999
Male,100.7,18.22,717.3213999999999
Male,101.6,18.2,716.5339999999999
Male,96.9,17.66,695.2742
Male,104.7,17.74,698.4237999999999
Male,110.0,18.14,714.1718
Male,119.2,18.38,723.6206
Male,80.9,18.42,725.1954000000001
Male,78.7,17.81,701.1796999999999
Male,74.4,18.93,745.2741
Male,125.6,18.01,709.0537
Male,99.7,18.94,745.6678
Male,63.2,16.07,632.6759
Male,82.9,18.32,721.2583999999999
Male,82.2,17.25,679.1324999999999
Male,71.4,18.42,725.1954000000001
Male,92.7,17.38,684.2506
Male,74.6,17.92,705.5104
Male,108.3,17.46,687.4002
Male,80.0,17.8,700.786
Male,94.0,17.8,700.786
Male,69.5,17.67,695.6679
Male,110.5,18.45,726.3765
Male,85.0,17.19,676.7703
Male,93.6,17.3,681.101
Male,84.1,18.72,737.0063999999999
Male,85.5,17.97,707.4789
Male,118.3,18.05,710.6285
Male,84.7,17.25,679.1324999999999
Male,81.7,16.64,655.1168
Male,85.0,17.88,703.9355999999999
Male,78.9,17.23,678.3451
Male,104.5,18.21,716.9277
Male,80.4,17.45,687.0065
Male,89.9,16.85,663.3845
Male,72.7,17.15,675.1954999999999
Male,104.1,17.75,698.8175
Male,90.8,17.63,694.0930999999999
Male,81.1,17.45,687.0065
Male,71.0,16.86,663.7782
Male,95.3,17.4,685.0379999999999
Male,84.0,17.71,697.2427
Male,64.6,17.01,669.6837
Male,86.3,18.47,727.1638999999999
Male,81.2,16.68,656.6916
Male,91.5,17.21,677.5577
Male,110.8,18.11,712.9907
Male,71.0,16.72,658.2663999999999
Male,106.7,17.7,696.8489999999999
Male,96.6,17.22,677.9513999999999
Male,115.8,18.11,712.9907
Male,96.8,17.95,706.6914999999999
Male,77.2,16.9,665.353
Male,69.4,19.27,758.6598999999999
Male,81.7,17.63,694.0930999999999
Male,79.3,17.37,683.8569
Male,97.0,18.05,710.6285
Male,81.3,18.04,710.2348
Male,85.2,17.98,707.8725999999999
Male,113.9,17.45,687.0065
Male,74.7,16.94,666.9278
Male,97.2,18.24,718.1087999999999
Male,82.2,17.39,684.6442999999999
Male,96.3,17.72,697.6363999999999
Male,77.9,18.64,733.8568
Male,59.4,16.7,657.4789999999999
Male,84.7,17.6,692.912
Male,69.1,16.55,651.5735
Male,74.1,16.96,667.7152
Male,70.4,17.61,693.3056999999999
Male,87.7,17.9,704.7229999999998
Male,96.4,17.77,699.6048999999999
Male,92.7,17.8,700.786
Male,94.6,17.74,698.4237999999999
Male,97.2,17.85,702.7545
Male,73.0,17.83,701.9670999999998
Male,83.3,16.98,668.5026
Male,89.5,17.06,671.6521999999999
Male,105.2,18.31,720.8646999999999
Male,86.3,17.05,671.2585
Male,92.6,18.07,711.4159
Male,71.6,16.41,646.0617
Male,103.2,19.06,750.3921999999999
Male,87.0,17.4,685.0379999999999
Male,119.9,18.14,714.1718
Male,93.0,18.85,742.1245
Male,73.3,16.6,653.542
Male,82.9,18.13,713.7780999999999
Male,102.8,17.31,681.4946999999999
Male,86.9,17.9,704.7229999999998
Male,101.5,17.66,695.2742
Male,82.7,17.42,685.8254000000001
Male,95.4,17.81,701.1796999999999
Male,94.0,17.78,699.9986
Male,59.8,16.64,655.1168
Male,88.9,16.66,655.9042
Male,73.4,17.59,692.5183
Male,79.9,15.86,624.4082
Male,65.7,17.14,674.8018
Male,77.9,17.8,700.786
Male,99.5,17.66,695.2742
Male,66.4,16.28,640.9436
Male,91.0,16.78,660.6286
Male,101.3,17.67,695.6679
Male,80.4,17.23,678.3451
Male,81.5,17.76,699.2112
Male,103.4,17.56,691.3371999999999
Male,58.7,16.85,663.3845
Male,80.9,17.33,682.2820999999999
Male,78.7,17.4,685.0379999999999
Male,86.7,16.79,661.0223
Male,67.4,16.67,656.2979
Male,63.1,16.8,661.4159999999999
Male,91.0,17.58,692.1245999999999
Male,61.6,16.43,646.8490999999999
Male,112.1,17.9,704.7229999999998
Male,102.0,17.98,707.8725999999999
Male,97.6,17.03,670.4711
Male,83.8,17.15,675.1954999999999
Male,106.6,18.61,732.6756999999999
Male,102.9,18.04,710.2348
Male,70.5,17.2,677.1639999999999
Male,108.3,18.5,728.3449999999999
Male,57.5,16.51,649.9987
Male,80.8,18.35,722.4395
Male,91.6,17.84,702.3607999999999
Male,76.6,18.64,733.8568
Male,142.9,18.67,735.0379
Male,94.3,17.45,687.0065
Male,81.7,17.17,675.9829
Male,70.1,17.35,683.0695000000001
Male,52.3,16.03,631.1011
Male,77.5,17.29,680.7072999999999
Male,68.7,18.01,709.0537
Male,70.3,16.48,648.8176
Male,116.7,18.23,717.7151
Male,62.0,15.98,629.1326
Male,99.0,17.74,698.4237999999999
Male,109.9,18.7,736.2189999999999
Male,101.2,18.25,718.5024999999999
Male,87.5,17.92,705.5104
Male,77.8,17.02,670.0773999999999
Male,89.4,17.73,698.0301
Male,67.8,17.65,694.8804999999999
Male,81.8,17.9,704.7229999999998
Male,88.1,18.21,716.9277
Male,104.7,17.92,705.5104
Male,100.9,18.65,734.2504999999999
Male,95.6,17.67,695.6679
Male,68.9,16.78,660.6286
Male,90.9,17.28,680.3136
Male,115.9,17.44,686.6128
Male,82.2,17.3,681.101
Male,69.8,18.0,708.66
Male,84.6,18.22,717.3213999999999
Male,65.6,17.53,690.1561
Male,89.2,17.19,676.7703
Male,65.9,16.96,667.7152
Male,66.2,16.6,653.542
Male,85.8,18.19,716.1403
Male,86.7,17.13,674.4080999999999
Male,83.4,17.18,676.3765999999999
Male,100.9,16.95,667.3214999999999
Male,79.6,16.71,657.8727
Male,80.4,17.41,685.4317
Male,94.7,17.59,692.5183
Male,82.6,17.7,696.8489999999999
Male,99.5,18.13,713.7780999999999
Male,92.2,17.37,683.8569
Male,63.9,15.42,607.0853999999999
Male,72.0,17.97,707.4789
Male,77.1,16.85,663.3845
Male,80.0,17.0,669.29
Male,78.2,16.12,634.6444
Male,73.4,17.58,692.1245999999999
Male,110.3,16.66,655.9042
Male,105.4,17.52,689.7624
Male,85.1,17.49,688.5812999999999
Male,95.9,18.24,718.1087999999999
Male,79.8,17.67,695.6679
Male,84.3,18.02,709.4473999999999
Male,91.4,18.17,715.3529
Male,68.6,17.72,697.6363999999999
Male,88.9,17.77,699.6048999999999
Male,75.8,17.15,675.1954999999999
Male,77.7,17.92,705.5104
Male,98.6,18.49,727.9513
Male,75.1,17.5,688.9749999999999
Male,80.9,17.6,692.912
Male,96.0,19.38,762.9905999999999
Male,97.0,18.49,727.9513
Male,84.6,17.27,679.9199
Male,81.9,18.09,712.2032999999999
Male,96.3,18.4,724.4079999999999
Male,92.0,17.85,702.7545
Male,82.7,17.45,687.0065
Male,81.1,17.32,681.8883999999999
Male,87.8,17.13,674.4080999999999
Male,57.9,16.44,647.2428
Male,96.7,17.86,703.1482
Male,98.2,18.35,722.4395
Male,100.1,17.63,694.0930999999999
Male,78.4,16.87,664.1719
Male,85.8,18.55,730.3135
Male,93.3,17.2,677.1639999999999
Male,67.5,15.72,618.8964
Male,66.8,17.15,675.1954999999999
Male,80.2,16.58,652.7545999999999
Male,80.4,17.2,677.1639999999999
Male,92.5,17.77,699.6048999999999
Male,77.8,16.38,644.8806
Male,105.7,19.02,748.8173999999999
Male,90.1,17.93,705.9041
Male,77.2,17.99,708.2662999999999
Male,90.4,18.26,718.8962
Male,90.1,18.3,720.471
Male,96.1,17.55,690.9435
Male,101.7,18.65,734.2504999999999
Male,89.7,18.06,711.0221999999999
Male,91.6,17.92,705.5104
Male,74.4,17.77,699.6048999999999
Male,82.8,18.54,729.9197999999999
Male,80.6,18.19,716.1403
Male,84.1,18.1,712.597
Male,79.4,16.82,662.2034
Male,99.2,18.45,726.3765
Male,106.3,18.52,729.1324
Male,74.9,16.91,665.7466999999999
Male,80.4,17.38,684.2506
Male,72.6,17.11,673.6206999999999
Male,75.6,17.52,689.7624
Male,78.3,17.29,680.7072999999999
Male,63.9,16.4,645.6679999999999
Male,64.3,16.7,657.4789999999999
Male,84.6,17.59,692.5183
Male,92.0,18.28,719.6836
Male,74.0,16.51,649.9987
Male,91.6,17.85,702.7545
Male,105.1,18.71,736.6127
Male,75.4,16.94,666.9278
Male,95.6,17.85,702.7545
Male,68.4,17.06,671.6521999999999
Male,72.6,17.0,669.29
Male,72.1,15.97,628.7389
Male,96.2,18.27,719.2899
Male,65.0,17.36,683.4631999999999
Male,96.7,17.98,707.8725999999999
Male,97.5,17.07,672.0459
Male,99.2,17.81,701.1796999999999
Male,79.8,17.0,669.29
Male,101.7,18.28,719.6836
Male,108.2,17.14,674.8018
Male,107.7,18.42,725.1954000000001
Male,129.2,19.09,751.5732999999999
Male,66.1,17.26,679.5262
Male,72.8,17.26,679.5262
Male,65.7,16.7,657.4789999999999
Male,79.2,19.0,748.03
Male,78.1,16.3,641.731
Male,114.5,17.79,700.3923
Male,115.1,18.49,727.9513
Male,91.6,17.96,707.0852
Male,104.4,18.22,717.3213999999999
Male,66.4,16.35,643.6995000000001
Male,88.4,17.1,673.227
Male,86.6,17.03,670.4711
Male,91.2,17.49,688.5812999999999
Male,80.2,17.42,685.8254000000001
Male,79.6,16.87,664.1719
Male,71.7,17.31,681.4946999999999
Male,82.1,19.31,760.2346999999999
Male,91.6,17.75,698.8175
Male,80.9,18.3,720.471
Male,99.7,17.4,685.0379999999999
Male,89.5,18.47,727.1638999999999
Male,91.9,16.47,648.4238999999999
Male,96.3,19.28,759.0536
Male,82.0,17.82,701.5734
Male,71.9,17.81,701.1796999999999
Male,82.8,17.61,693.3056999999999
Male,68.3,17.28,680.3136
Male,82.8,17.05,671.2585
Male,62.8,17.29,680.7072999999999
Male,89.4,17.52,689.7624
Male,92.8,17.76,699.2112
Male,55.5,16.43,646.8490999999999
Male,61.8,15.7,618.1089999999999
Male,83.4,17.25,679.1324999999999
Male,80.6,18.1,712.597
Male,95.5,18.14,714.1718
Male,104.1,17.44,686.6128
Male,101.2,17.76,699.2112
Male,134.5,18.19,716.1403
Male,93.7,17.15,675.1954999999999
Male,75.1,18.26,718.8962
Male,80.8,17.63,694.0930999999999
Male,76.4,18.42,725.1954000000001
Male,102.7,17.28,680.3136
Male,87.9,18.27,719.2899
Male,87.4,16.8,661.4159999999999
Male,100.8,18.22,717.3213999999999
Male,71.4,16.14,635.4318
Male,70.2,17.57,691.7309
